"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"D1"	"D2"	"D3"	"D4"	"D5"	"D6"	"D7"	"D8"	"D9"	"D10"	"E1"	"E2"	"E3"	"E4"	"E5"	"E6"	"E7"	"E8"	"E9"	"E10"	"F1"	"F2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"H10"	"I1"	"I2"	"I3"	"I4"	"I5"	"I6"	"I7"	"I8"	"I9"	"I10"	"J1"	"J2"	"J3"	"J4"	"J5"	"J6"	"J7"	"J8"	"J9"	"J10"	"K1"	"K2"	"K3"	"K4"	"K5"	"K6"	"K7"	"K8"	"K9"	"K10"	"L1"	"L2"	"L3"	"L4"	"L5"	"L6"	"L7"	"L8"	"L9"	"L10"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"M10"	"N1"	"N2"	"N3"	"N4"	"N5"	"N6"	"N7"	"N8"	"N9"	"N10"	"O1"	"O2"	"O3"	"O4"	"O5"	"O6"	"O7"	"O8"	"O9"	"O10"	"P1"	"P2"	"P3"	"P4"	"P5"	"P6"	"P7"	"P8"	"P9"	"P10"	"age"	"gender"	"accuracy"	"country"	"source"	"elapsed"
4	4	4	4	5	4	4	3	2	2	3	2	4	4	4	4	4	3	4	2	2	2	2	2	5	2	4	2	2	2	2	2	3	4	3	4	4	2	4	2	2	3	2	3	2	4	5	4	2	2	3	1	2	2	4	5	4	4	2	2	4	4	4	4	4	3	4	4	2	2	4	2	1	2	3	2	2	2	1	4	3	4	2	2	4	2	2	4	2	4	4	4	3	4	3	3	2	1	3	4	2	4	4	2	2	1	2	2	4	4	4	4	4	4	2	3	4	4	3	4	3	2	4	4	4	4	4	4	3	5	3	3	4	2	3	4	2	2	4	2	4	4	1	3	4	4	4	3	4	2	2	3	2	4	2	2	2	3	4	2	4	4	4	21	1	85	US	6	884
2	3	2	4	2	2	4	4	4	1	5	5	4	5	4	4	4	4	1	4	2	1	1	1	3	3	4	1	2	4	3	2	4	4	2	4	2	3	4	4	2	4	4	2	2	4	2	4	2	2	5	4	1	1	2	1	4	4	4	5	5	4	4	1	2	1	2	2	5	4	1	2	1	5	4	5	1	4	5	2	2	1	4	2	4	2	3	4	2	4	4	4	4	5	5	4	5	4	5	4	2	2	1	4	3	2	4	2	1	2	2	2	3	4	2	2	4	2	4	4	4	5	4	5	4	5	4	4	2	1	1	1	1	2	4	4	3	5	4	4	4	4	2	2	1	2	2	4	4	4	5	5	4	4	4	2	4	4	2	2	2	4	3	33	1	80	CA	1	695
5	4	1	4	5	5	5	1	2	1	5	5	5	5	5	5	4	5	1	1	1	1	1	5	5	4	4	5	1	1	1	1	1	5	4	4	1	5	3	1	1	2	1	4	2	4	4	5	3	1	4	1	2	2	4	3	4	3	4	4	4	3	4	5	4	1	5	2	1	1	2	2	4	5	5	5	1	1	4	1	4	1	5	1	4	2	4	4	2	4	4	0	2	5	3	3	2	4	3	5	2	4	4	4	4	1	4	2	1	1	1	1	4	1	1	1	2	2	4	2	4	5	4	5	5	5	5	5	1	1	1	2	1	2	3	4	2	5	2	5	3	2	2	5	4	3	5	5	2	4	1	2	4	1	2	1	2	1	1	1	5	5	3	24	2	99	US	1	500
5	3	2	4	4	2	3	4	4	3	4	4	3	3	1	2	3	5	3	5	3	3	2	3	3	4	3	4	1	2	1	3	3	3	3	4	3	4	3	4	3	3	3	4	3	3	5	4	3	5	3	3	4	4	4	3	3	5	4	4	4	4	5	3	5	4	3	3	3	3	4	3	3	1	3	4	3	4	5	3	3	3	4	5	4	4	4	4	4	5	3	3	3	2	4	4	5	3	4	5	4	4	4	2	3	2	5	1	4	4	3	4	4	5	3	4	4	5	3	4	4	3	4	3	4	3	5	4	4	1	2	4	2	4	3	4	1	1	3	0	5	4	2	3	3	4	3	3	3	3	4	2	4	4	4	3	4	3	3	4	3	4	4	23	1	80	PH	1	246
4	4	1	3	4	3	4	2	2	2	4	3	4	5	4	3	4	3	4	3	4	3	2	3	4	3	4	3	2	3	2	3	3	4	3	4	4	5	3	2	2	2	3	3	3	2	3	3	3	4	3	2	3	4	4	3	4	4	2	2	2	2	4	4	3	4	3	3	2	2	2	4	3	3	3	3	3	4	4	2	3	3	3	2	3	3	2	3	3	3	3	3	3	2	3	3	2	2	3	3	4	4	4	3	2	3	3	3	3	3	3	3	4	1	3	2	3	4	4	3	2	2	3	4	4	4	4	3	3	3	2	3	2	3	2	3	3	4	3	3	4	4	2	4	3	4	4	4	2	2	2	2	2	2	2	4	4	2	3	3	3	4	4	37	1	85	IN	1	985
4	4	5	4	3	5	3	4	5	5	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	4	5	4	4	4	4	5	3	4	4	4	4	4	5	4	4	5	4	4	4	4	4	4	5	4	4	3	4	5	4	4	4	4	4	4	5	4	4	5	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	5	5	4	4	4	4	4	5	4	4	4	5	4	3	4	4	4	3	4	4	5	4	3	4	5	4	3	4	5	4	5	4	4	4	4	4	5	5	3	4	4	5	3	4	5	4	4	5	4	5	4	5	4	4	5	5	4	4	4	3	5	4	4	5	3	5	4	3	4	5	3	4	4	4	4	3	4	27	2	100	PH	6	549
3	4	4	4	3	3	4	2	2	2	4	4	5	5	3	5	3	4	1	4	1	2	4	3	4	2	2	2	4	3	1	4	4	2	3	5	5	3	3	3	1	2	2	2	4	4	4	4	5	2	2	3	1	2	2	3	2	2	3	5	4	3	3	4	2	4	3	4	4	2	4	5	4	5	4	5	3	4	3	3	2	3	2	2	3	3	3	4	1	4	3	4	3	5	5	5	5	4	3	4	2	1	1	2	3	4	3	2	4	4	4	3	5	4	3	3	5	5	2	3	2	4	3	5	5	5	4	4	5	1	1	1	1	2	3	3	2	4	3	2	4	4	4	4	1	1	2	2	5	4	5	5	5	2	2	2	3	2	2	2	3	3	3	33	1	80	US	1	804
5	5	5	4	5	5	3	2	1	2	4	2	4	5	5	4	4	5	2	2	2	1	2	2	3	4	3	2	4	3	2	2	2	4	4	4	4	4	3	2	2	2	4	4	4	5	4	4	4	2	5	2	2	3	4	1	5	2	1	2	4	1	2	4	4	4	4	4	2	5	2	4	2	4	5	4	5	3	4	1	2	1	2	4	4	4	2	4	1	4	3	3	4	4	5	5	4	3	2	4	3	2	2	4	5	2	4	4	3	2	4	4	5	4	2	4	5	2	5	2	1	2	4	5	4	5	4	2	2	2	2	1	2	2	4	4	5	5	5	4	2	2	4	4	2	4	4	4	2	2	2	4	4	3	3	4	4	2	3	2	4	2	5	19	2	80	AU	2	792
4	4	5	5	4	3	5	2	2	5	4	5	4	5	4	4	4	4	5	3	1	1	4	2	3	2	2	2	4	3	3	4	4	2	3	1	3	3	4	2	2	3	5	1	4	4	4	4	3	2	1	3	4	4	5	2	4	5	3	4	4	3	4	2	4	4	3	3	3	3	1	5	4	2	4	1	4	4	4	2	4	3	4	5	4	5	2	3	2	4	4	4	4	4	5	3	5	1	3	3	3	2	2	1	3	4	1	2	4	5	2	5	4	4	4	5	5	4	5	4	1	5	1	5	3	4	4	1	4	3	4	2	2	1	4	1	2	1	2	1	5	5	5	5	2	4	4	3	3	3	4	5	4	2	2	2	5	5	5	5	4	2	5	23	2	98	US	1	537
4	3	4	3	2	4	3	5	4	3	4	4	5	5	4	4	5	4	5	4	5	3	3	2	4	4	4	4	3	4	2	2	3	5	4	5	4	5	4	2	2	2	2	1	1	3	1	4	3	3	5	3	2	2	2	2	2	2	4	4	4	5	4	2	1	2	1	0	4	4	5	5	5	5	4	3	3	3	3	4	2	3	2	5	2	4	5	3	3	2	1	4	3	4	5	5	5	4	4	4	3	1	1	5	5	5	4	5	1	1	1	1	1	2	2	3	4	4	2	4	3	1	5	5	4	5	4	3	1	1	1	1	5	5	5	5	5	5	5	5	1	3	1	5	3	4	4	4	5	4	4	3	4	4	2	3	4	2	4	3	4	5	5	24	2	99	IN	1	699
4	4	4	4	5	4	4	5	2	1	3	3	5	5	5	4	5	5	2	1	3	1	1	1	5	4	2	4	3	2	1	1	2	4	3	4	2	5	3	4	2	4	1	3	1	5	2	4	1	2	5	2	3	2	3	1	5	3	2	4	1	3	4	5	2	2	3	3	1	1	2	4	4	5	5	5	5	4	5	3	5	2	2	5	4	4	1	5	1	3	3	2	4	3	2	2	2	3	3	4	1	2	2	5	4	2	4	3	1	1	1	1	2	2	1	0	2	2	1	1	2	4	4	5	5	5	3	4	2	5	4	4	3	3	5	5	5	4	5	5	4	4	1	5	4	5	5	5	2	5	1	1	4	2	1	3	4	1	4	4	5	3	3	45	2	90	PT	1	800
5	4	1	5	1	5	4	5	2	1	1	5	5	5	5	1	5	5	5	1	5	1	1	5	5	5	5	5	1	1	2	1	5	1	1	5	1	2	1	5	5	5	5	1	1	5	1	5	1	1	5	1	1	5	5	1	5	1	1	1	2	1	1	3	1	1	4	4	5	5	5	5	5	1	1	1	1	1	1	5	5	1	1	5	4	5	5	5	1	5	1	5	5	5	5	5	5	4	1	1	5	1	1	5	5	5	5	5	1	1	1	1	4	5	1	1	1	5	5	1	5	5	5	3	5	5	1	4	1	1	1	1	1	5	5	5	5	5	5	5	5	5	1	5	2	5	5	5	5	5	1	1	5	1	1	5	1	1	1	1	5	4	5	24	1	100	CA	1	705
4	4	2	4	4	4	4	2	3	2	3	3	2	4	3	2	2	4	2	2	4	1	2	2	4	2	4	4	3	3	1	2	2	4	4	3	4	5	4	2	1	2	1	4	4	4	3	4	4	3	3	2	2	2	4	2	4	4	2	4	4	4	3	4	2	4	3	3	2	2	2	2	2	3	3	1	1	3	1	3	4	3	4	2	4	4	2	3	3	2	4	3	2	4	2	4	2	3	2	4	2	4	4	2	2	2	2	2	4	4	4	2	4	4	2	3	4	2	2	2	2	4	4	2	4	4	3	4	3	3	2	2	2	2	5	3	3	4	2	4	4	4	2	2	2	4	2	3	2	3	4	2	5	2	2	2	4	2	5	2	4	4	4	18	1	98	US	6	536
4	4	3	4	4	4	4	3	2	3	3	3	4	4	5	4	3	4	3	1	2	2	1	4	5	3	3	4	2	3	2	2	1	3	3	3	4	3	5	2	2	3	4	3	3	4	3	4	3	2	3	2	3	3	3	4	4	4	2	3	2	3	3	4	4	3	4	4	2	5	3	2	2	3	3	3	2	3	3	3	4	3	2	2	2	2	2	2	4	4	4	3	4	2	3	3	4	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	4	2	1	2	2	2	2	3	4	1	4	4	4	4	4	5	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	4	3	1	2	2	3	1	2	2	4	3	4	44	2	90	ZA	1	755
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	2	75	PK	1	260
5	4	3	3	5	4	4	4	2	3	4	3	4	4	4	5	2	3	4	3	4	1	4	4	5	4	5	3	1	2	1	1	2	4	3	4	4	4	4	3	1	4	1	3	4	5	4	5	4	1	2	1	1	3	4	5	3	5	3	4	1	2	4	4	4	4	4	4	1	5	1	4	2	0	5	1	1	2	2	4	1	1	5	2	2	4	3	3	3	3	5	4	4	2	4	3	2	4	2	4	2	2	3	3	1	1	3	2	4	4	4	4	4	3	1	2	4	1	1	5	2	2	3	4	4	4	3	4	4	4	5	4	3	1	5	4	2	4	3	3	4	5	2	2	3	4	2	4	1	4	3	2	3	2	2	1	2	2	3	2	3	3	3	28	1	90	US	6	850
4	3	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	3	2	2	2	1	1	3	4	4	4	3	2	4	2	3	2	4	4	5	4	4	4	2	2	2	1	3	3	4	3	4	2	4	4	1	3	3	3	4	4	5	4	4	4	4	4	4	3	4	4	4	1	2	2	3	4	3	3	2	2	3	4	4	4	4	2	3	4	3	2	2	2	2	4	4	2	4	4	3	4	4	3	4	4	4	4	3	2	2	3	2	4	4	2	3	4	2	2	2	4	4	2	2	3	4	4	2	4	4	4	4	3	2	2	2	3	4	4	4	3	4	4	4	3	4	2	4	2	4	4	3	3	2	4	4	4	3	2	4	4	2	4	3	4	3	3	26	1	100	HR	1	1124
4	4	4	3	4	4	4	4	3	3	4	2	4	4	4	4	4	5	2	4	4	4	2	3	4	4	2	3	4	3	2	4	2	4	4	4	4	4	4	2	3	2	3	2	4	3	2	4	4	3	4	3	5	2	2	4	3	5	4	4	3	4	4	4	2	4	4	3	4	4	2	4	4	4	4	4	5	4	3	2	1	1	4	3	4	2	4	4	4	2	4	2	1	4	4	4	4	4	3	4	1	2	2	4	4	4	4	4	4	2	4	2	4	2	3	4	4	2	4	3	4	4	4	4	4	4	4	4	2	2	1	4	2	2	4	4	3	4	2	4	4	2	4	4	4	2	4	4	2	4	4	3	4	4	4	2	4	3	3	2	2	4	4	25	2	50	IN	1	769
1	1	1	3	1	1	4	5	5	3	3	5	5	5	5	5	5	5	5	1	5	1	1	4	5	5	5	1	5	1	5	3	1	2	5	5	5	5	5	4	1	2	1	1	1	3	1	4	1	1	5	1	4	5	3	1	1	1	3	4	5	3	5	1	1	1	3	4	5	5	5	5	5	5	5	5	2	1	3	3	5	1	5	5	5	5	5	5	5	1	1	1	1	5	5	5	5	5	5	5	3	1	1	5	5	5	5	5	1	1	1	1	1	3	1	1	5	5	1	1	1	5	5	5	4	4	3	3	1	5	1	1	3	5	5	5	5	5	5	5	1	1	1	5	1	5	5	5	5	2	5	1	4	5	5	5	5	1	5	1	1	1	1	25	2	100	US	1	485
4	4	3	4	4	4	4	3	2	3	4	3	4	4	5	4	3	4	3	2	3	2	2	3	5	4	4	5	3	3	2	2	1	4	3	4	4	4	4	3	2	3	2	3	3	4	3	3	3	2	3	2	3	4	4	3	4	4	2	3	2	2	3	4	4	3	4	4	1	2	3	2	2	3	3	3	2	3	3	3	4	3	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	2	2	4	4	4	4	4	2	2	2	2	2	2	2	4	1	2	4	4	4	4	5	2	2	2	2	2	3	3	3	3	3	3	3	4	4	3	4	3	4	3	4	3	2	2	4	3	2	1	2	3	2	2	2	4	3	3	44	2	90	ZA	6	635
1	4	1	4	3	2	4	2	3	1	5	5	5	5	5	4	2	5	1	3	1	1	1	4	4	5	3	2	1	1	2	1	1	3	3	5	5	3	5	3	1	3	1	3	3	5	5	5	5	1	2	3	3	4	5	5	4	3	4	2	1	4	4	2	1	5	1	4	4	3	1	5	3	5	3	5	3	1	4	3	2	1	5	2	4	3	2	4	2	4	5	4	3	5	5	5	5	5	4	5	4	1	1	4	5	3	4	4	3	3	3	1	5	4	1	1	4	2	3	3	4	4	5	4	5	5	4	3	2	4	1	1	1	3	3	4	3	5	4	5	4	3	3	4	1	4	5	5	5	2	5	5	5	2	3	2	5	3	5	1	3	5	4	14	2	75	AU	1	563
2	2	4	4	2	2	2	4	2	3	1	1	5	4	3	1	4	2	2	5	5	3	2	1	1	1	1	1	4	5	5	5	5	1	4	4	1	1	3	4	2	5	5	1	1	2	1	3	1	2	5	3	1	4	5	1	5	1	1	1	5	1	1	1	2	1	1	3	5	5	4	4	3	3	5	3	3	1	1	4	3	3	1	5	5	4	5	4	3	3	1	2	3	5	5	2	5	3	2	4	4	1	1	1	3	1	3	2	4	3	4	4	4	5	5	5	5	4	5	5	4	1	1	5	3	5	2	3	1	2	2	2	2	5	4	4	3	5	3	5	2	2	1	4	3	4	4	2	1	1	3	3	5	5	5	5	4	5	4	3	1	1	3	27	1	95	US	5	506
1	2	2	2	2	2	2	4	4	4	2	4	4	4	4	2	4	4	2	3	4	2	2	4	4	4	4	2	4	2	3	3	4	4	4	2	2	4	4	4	4	4	2	1	2	2	2	2	1	4	4	3	4	4	4	3	4	4	2	2	4	2	2	2	2	2	2	2	4	4	4	5	4	5	4	4	4	4	2	4	4	1	2	4	4	4	4	3	3	2	2	3	4	4	4	2	4	4	2	2	4	2	2	4	4	4	4	4	1	1	2	2	4	4	4	4	4	4	4	4	2	2	4	2	2	4	3	2	4	3	2	2	3	4	4	4	4	4	4	4	2	1	2	4	4	4	4	4	2	2	1	2	4	4	2	4	4	4	4	4	4	2	2	48	1	85	GB	2	567
4	4	4	2	4	5	4	2	4	4	5	5	5	5	5	5	5	5	2	2	2	1	1	4	4	5	4	3	5	4	4	2	2	4	3	5	5	4	5	3	1	3	3	4	2	5	2	4	5	4	5	2	1	2	3	1	1	5	5	5	5	5	5	5	5	5	5	5	2	2	2	1	2	5	5	5	2	4	3	4	3	5	4	4	5	3	4	1	3	4	2	4	4	5	5	2	5	5	5	4	2	5	5	4	4	1	4	4	2	2	2	4	5	4	3	4	3	5	2	3	5	3	4	4	5	5	5	5	1	1	3	4	1	3	5	5	5	5	5	4	4	2	2	4	2	4	4	5	5	4	5	4	4	4	4	4	4	4	5	3	2	4	4	26	1	95	US	1	423
2	3	4	4	5	5	4	4	2	3	3	1	4	4	3	3	4	4	4	3	3	2	2	5	5	4	5	4	2	1	2	1	2	3	1	4	3	4	4	3	2	3	4	4	3	5	1	5	2	1	4	1	3	3	4	3	4	5	3	4	3	3	4	5	4	4	3	3	3	2	3	3	5	4	4	1	1	4	4	4	4	1	2	2	3	2	3	4	1	4	4	4	4	2	4	4	3	4	3	4	4	2	2	1	1	4	4	4	4	4	3	4	4	3	3	4	2	1	5	1	4	4	5	4	3	3	3	5	3	2	3	3	4	3	2	4	4	5	5	5	1	3	2	4	3	4	4	5	2	4	1	1	4	2	2	3	3	2	3	4	4	5	4	49	1	99	CN	1	646
4	4	5	4	5	4	4	4	2	4	4	5	5	4	5	4	2	4	4	2	4	1	2	2	2	4	4	1	3	4	4	4	4	2	2	4	5	2	1	4	2	5	5	3	4	5	4	5	4	1	4	1	2	2	4	1	4	3	2	3	5	1	4	2	2	4	2	2	4	5	2	4	3	1	2	1	2	4	5	1	3	2	1	1	4	4	4	5	2	4	2	2	3	5	4	4	4	2	4	4	2	3	3	3	2	2	5	2	3	4	4	1	3	4	2	2	4	2	4	3	4	4	2	5	3	5	4	4	2	1	2	1	2	2	2	4	2	4	2	4	4	4	4	5	1	4	2	3	4	2	4	4	5	4	1	3	4	1	2	4	2	4	2	22	2	100	CA	6	26
4	4	2	2	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	2	2	2	2	2	4	2	4	4	2	2	2	2	2	4	2	4	4	4	2	2	2	2	2	4	4	4	4	4	2	2	2	2	2	4	4	4	4	4	2	2	2	2	4	4	4	4	4	4	2	2	2	2	2	4	4	4	2	2	4	2	2	2	2	2	2	2	2	2	2	2	4	4	4	2	2	2	2	2	2	2	4	2	2	2	2	2	4	2	4	2	4	4	4	4	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	2	4	2	2	4	2	2	2	2	2	4	4	2	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	4	26	1	100	PK	6	803
5	5	3	5	5	5	5	3	1	3	5	3	5	5	5	5	3	5	3	1	3	1	1	5	5	5	5	5	1	1	1	1	1	3	5	5	5	3	5	1	1	1	1	3	5	5	1	0	3	5	1	1	3	5	5	5	5	1	1	3	1	1	1	5	5	5	5	5	1	1	1	1	1	3	3	3	1	3	3	3	3	3	5	1	1	1	1	1	1	5	5	5	5	1	3	3	3	3	1	3	5	3	3	3	5	1	1	3	5	5	5	5	5	1	1	1	1	1	1	1	5	5	5	3	3	5	5	5	1	3	1	1	1	1	3	1	5	3	3	3	5	5	3	5	5	5	5	5	1	1	1	5	3	1	1	1	1	1	3	1	5	5	3	45	2	88	ZA	1	566
4	4	3	4	4	3	4	2	2	3	4	5	5	5	4	3	4	4	3	4	3	1	1	3	4	4	3	2	3	3	3	4	3	3	4	4	2	4	3	4	2	4	3	1	2	4	2	4	2	2	4	3	5	4	4	1	4	3	2	2	3	2	4	4	2	2	3	4	3	4	4	4	4	4	4	4	2	1	3	4	3	3	2	2	4	2	2	2	2	4	4	4	4	5	5	3	5	4	3	3	4	2	1	2	3	4	4	3	4	3	4	3	4	4	4	3	4	4	4	4	2	3	3	4	4	4	4	4	1	1	1	2	2	2	4	4	4	4	4	4	4	4	2	4	3	5	4	4	3	2	2	1	3	4	2	3	2	3	4	3	3	4	4	22	1	65	FI	1	540
5	5	5	5	5	5	4	1	1	1	5	4	5	5	5	4	5	1	1	2	2	1	2	2	4	2	2	2	1	4	4	3	1	3	2	5	2	3	4	1	1	1	2	3	1	4	2	5	2	2	4	1	1	1	4	1	1	1	2	4	5	5	5	5	5	5	5	5	1	1	1	1	2	5	5	5	1	5	5	1	1	1	1	1	5	1	4	4	2	1	2	4	2	4	5	4	5	4	1	2	1	1	1	1	1	1	1	5	5	5	1	5	5	4	1	2	4	5	5	3	1	2	4	5	4	5	5	4	1	1	1	1	1	1	5	5	2	5	1	4	5	5	2	1	1	1	1	2	5	1	2	3	2	1	1	2	1	2	3	1	2	2	4	19	1	98	GB	1	992
5	4	2	4	4	3	4	4	2	2	3	3	3	4	4	4	3	3	4	4	3	3	4	1	3	4	2	1	4	3	1	2	3	4	3	4	4	3	3	2	2	2	3	3	5	4	4	4	4	2	2	2	2	4	4	3	4	3	2	4	4	2	4	4	4	4	3	4	2	1	2	4	2	4	4	4	3	3	3	3	3	2	4	3	3	3	4	4	2	3	3	3	3	5	3	3	4	4	3	4	2	2	3	4	3	1	5	3	1	2	2	2	5	4	4	3	4	5	4	4	2	2	4	3	3	4	4	4	2	3	3	2	2	3	4	4	3	0	2	4	4	2	1	4	4	3	3	3	5	4	5	4	5	5	4	3	4	2	4	3	1	4	2	19	2	87	US	2	1353
2	3	4	3	3	3	5	3	2	1	4	3	5	5	4	5	4	4	2	2	2	1	1	3	3	3	3	2	1	3	4	2	3	3	2	3	3	3	3	2	2	3	3	1	2	5	2	4	3	2	3	2	2	3	4	3	3	3	3	1	4	3	2	3	0	2	3	2	3	4	2	3	4	4	4	5	1	1	3	3	3	1	2	2	4	4	4	5	2	2	3	3	3	2	4	4	4	5	3	4	3	2	2	3	1	2	3	3	3	3	3	3	3	5	3	3	4	4	3	3	2	3	2	4	4	5	3	3	2	1	4	2	2	3	3	3	3	4	2	3	3	3	2	3	4	3	4	4	4	4	2	3	2	2	1	1	1	3	2	2	4	4	4	24	1	70	US	1	1094
3	2	2	2	2	3	2	4	4	3	2	4	4	5	4	3	3	4	2	2	4	2	2	4	4	4	4	4	2	2	2	2	2	2	2	2	4	2	4	3	3	3	3	2	1	3	2	4	2	3	4	2	2	3	3	2	3	3	4	3	4	3	3	3	2	1	4	2	4	3	4	4	4	4	2	3	2	2	3	3	4	2	4	3	3	4	4	4	3	3	2	3	3	4	4	4	3	4	4	4	3	3	3	4	3	4	3	4	2	2	2	2	2	3	2	2	3	4	3	2	4	4	4	3	2	3	3	4	3	4	3	3	3	4	4	4	4	4	4	4	2	3	2	3	2	3	3	4	4	4	4	4	5	3	3	3	4	3	3	3	3	3	3	18	1	57	US	1	677
5	4	5	5	5	5	5	3	1	1	5	3	5	5	4	4	4	5	2	2	2	3	4	3	4	4	4	3	2	2	2	1	2	4	3	3	4	4	3	3	2	3	3	2	3	4	3	4	2	2	2	2	1	4	4	1	5	4	1	2	5	2	3	4	4	1	4	4	4	3	2	3	3	3	5	2	2	3	4	1	2	3	1	2	3	2	3	2	2	3	4	4	4	4	5	4	5	2	2	2	3	1	1	2	2	2	3	2	4	4	3	3	4	3	2	3	4	5	5	4	2	4	4	5	4	5	5	5	1	2	1	1	1	2	4	5	2	5	3	4	3	4	2	4	2	4	4	4	4	3	3	4	3	2	3	3	4	3	2	3	3	5	4	29	2	100	US	2	845
2	3	3	4	2	2	3	4	1	2	3	3	5	5	5	4	5	4	1	2	2	1	1	3	5	4	2	3	4	2	1	2	2	1	4	4	4	2	4	3	2	4	4	1	2	2	1	3	2	3	4	3	2	4	4	4	1	4	4	4	3	4	4	3	4	2	4	5	2	2	1	3	4	5	3	5	5	5	5	2	2	1	2	2	4	3	3	4	1	4	5	3	0	4	4	4	5	4	1	4	2	2	2	0	5	1	4	3	4	3	1	2	5	4	3	4	5	4	2	4	2	2	4	4	2	4	3	4	2	1	1	1	1	2	4	3	4	4	2	4	2	3	3	4	2	4	4	4	3	1	1	2	1	4	3	3	2	2	3	4	2	4	3	32	2	72	US	6	538
4	4	3	4	4	4	4	3	2	3	4	3	4	5	4	4	3	5	2	2	2	2	2	0	4	4	4	4	2	2	2	2	2	3	4	4	4	4	4	3	2	3	2	3	0	4	4	4	3	2	3	2	3	4	4	4	4	2	2	3	2	2	3	4	4	4	4	4	2	2	2	2	3	3	3	3	2	3	3	3	3	3	2	2	2	2	2	2	2	4	4	4	4	3	3	3	3	3	3	3	4	3	0	2	2	3	2	3	4	4	3	4	4	2	2	2	2	2	2	2	4	4	4	4	4	4	4	5	2	3	2	2	2	2	3	3	3	2	2	3	4	4	3	4	3	5	3	4	3	2	2	4	4	2	2	2	2	2	2	2	4	4	4	45	2	88	ZA	6	456
1	2	1	1	1	4	2	5	4	1	2	4	5	5	3	2	4	4	2	4	4	1	2	1	1	2	2	1	5	5	5	2	5	1	1	1	2	1	2	5	2	5	2	1	1	2	1	1	1	4	5	2	5	5	4	1	5	2	1	3	1	1	2	1	1	1	1	1	5	5	5	5	5	5	4	5	4	1	2	5	5	1	2	5	5	5	5	5	2	1	1	1	1	4	5	3	5	2	2	1	4	1	1	5	5	5	5	5	1	1	1	1	2	5	0	4	5	5	1	5	1	1	1	2	2	4	2	2	4	2	4	4	4	5	4	5	5	5	5	5	1	1	1	4	4	5	2	2	2	1	2	2	2	5	4	5	5	4	4	4	1	1	2	17	2	95	PH	1	420
5	2	5	5	4	4	5	1	1	1	4	4	5	4	4	3	4	3	1	4	1	1	1	2	5	4	1	2	4	4	5	2	4	5	5	5	5	5	5	1	1	1	5	4	5	5	4	4	5	1	1	1	2	2	4	3	4	1	2	4	5	4	3	5	4	1	4	4	2	4	1	4	3	5	5	5	1	4	5	1	4	4	1	5	4	5	2	4	1	3	4	4	3	4	5	5	5	5	4	4	2	1	1	4	5	2	4	4	4	4	4	4	4	4	4	5	4	4	4	4	2	2	5	2	4	5	5	5	1	1	1	1	1	4	5	5	4	2	5	5	4	4	4	1	4	5	2	5	3	1	1	1	2	4	4	5	2	1	4	1	4	4	2	26	2	70	GR	1	1030
